WKT,name,description
"POLYGON ((70.735264 23.252825, 70.714207 23.299937, 70.713851 23.299901, 70.707324 23.296981, 70.705473 23.296153, 70.703922 23.295459, 70.671284 23.280859, 70.687263 23.245134, 70.684662 23.215959, 70.684819 23.215967, 70.685239 23.215885, 70.685752 23.215646, 70.68603 23.215447, 70.686309 23.215316, 70.686528 23.215275, 70.68689 23.215316, 70.687168 23.215446, 70.68754 23.215437, 70.68775 23.215455, 70.687818 23.215397, 70.687852 23.215248, 70.68774 23.215076, 70.687349 23.214787, 70.686802 23.214584, 70.686098 23.214476, 70.685512 23.214255, 70.685072 23.213957, 70.68496 23.213668, 70.685038 23.213366, 70.685272 23.213127, 70.685721 23.212986, 70.686298 23.212927, 70.686982 23.212936, 70.687411 23.212977, 70.687831 23.212977, 70.68788 23.212877, 70.68788 23.212805, 70.68769 23.212539, 70.68726 23.212336, 70.686717 23.212336, 70.68533 23.212354, 70.684348 23.212438, 70.684286 23.211741, 70.685061 23.211488, 70.685569 23.211307, 70.686092 23.210919, 70.686331 23.210616, 70.686492 23.210358, 70.686501 23.209866, 70.686472 23.209708, 70.686658 23.209469, 70.686911 23.209315, 70.687248 23.209239, 70.687649 23.209256, 70.68804 23.209356, 70.688367 23.209586, 70.688919 23.209938, 70.689178 23.210096, 70.68933 23.210195, 70.689481 23.210267, 70.689828 23.210186, 70.69037 23.210027, 70.690639 23.209987, 70.690951 23.209937, 70.69123 23.209837, 70.691527 23.209648, 70.691811 23.209476, 70.692001 23.209399, 70.692201 23.209399, 70.692358 23.209507, 70.692568 23.209629, 70.692749 23.209805, 70.693008 23.210256, 70.693208 23.210807, 70.693419 23.211317, 70.69357 23.211606, 70.693678 23.211778, 70.693917 23.211908, 70.694347 23.211917, 70.69467 23.211949, 70.695148 23.211809, 70.695871 23.211587, 70.696521 23.211447, 70.696687 23.211429, 70.697116 23.211397, 70.698089 23.211559, 70.698548 23.211717, 70.6989 23.211987, 70.699247 23.212385, 70.699398 23.212737, 70.699487 23.213156, 70.699726 23.213766, 70.7 23.214086, 70.700498 23.214416, 70.700938 23.214497, 70.701358 23.214496, 70.701817 23.214505, 70.70235 23.214677, 70.703136 23.214956, 70.704006 23.214757, 70.70489 23.214427, 70.705989 23.214228, 70.706829 23.214187, 70.707567 23.214227, 70.708177 23.214466, 70.708798 23.214876, 70.709145 23.214985, 70.710029 23.215106, 70.711348 23.215516, 70.711846 23.215647, 70.713174 23.209955, 70.713719 23.210156, 70.714075 23.210327, 70.714344 23.210697, 70.714667 23.211428, 70.714965 23.211857, 70.715327 23.212277, 70.715557 23.212489, 70.715874 23.212687, 70.716285 23.212786, 70.716724 23.212777, 70.717174 23.212637, 70.717814 23.212429, 70.718385 23.212248, 70.718917 23.212338, 70.719196 23.212365, 70.719396 23.212274, 70.719577 23.212107, 70.719796 23.212017, 70.720045 23.211985, 70.720187 23.211917, 70.720216 23.211818, 70.720216 23.211606, 70.720113 23.211136, 70.720245 23.210897, 70.720523 23.210585, 70.720958 23.210318, 70.722228 23.210078, 70.722364 23.209816, 70.722515 23.209387, 70.722618 23.209107, 70.722847 23.208597, 70.723213 23.208168, 70.723706 23.207775, 70.724023 23.207508, 70.724233 23.207327, 70.724365 23.207048, 70.724433 23.206357, 70.724403 23.206117, 70.724476 23.205919, 70.724613 23.205815, 70.725155 23.205706, 70.725526 23.205665, 70.726273 23.205638, 70.726943 23.205818, 70.727133 23.205867, 70.727675 23.205867, 70.728003 23.205858, 70.728174 23.205975, 70.728164 23.206336, 70.728067 23.206729, 70.728087 23.206887, 70.728223 23.206977, 70.728717 23.207058, 70.729195 23.207017, 70.729806 23.206999, 70.730265 23.207048, 70.730495 23.207098, 70.730685 23.207237, 70.730915 23.207445, 70.730945 23.207657, 70.730886 23.207838, 70.730632 23.208158, 70.730266 23.208439, 70.729773 23.208778, 70.729402 23.208995, 70.729065 23.209239, 70.728846 23.209406, 70.728597 23.209659, 70.728372 23.210025, 70.728016 23.210675, 70.727704 23.211316, 70.727465 23.211727, 70.727255 23.212057, 70.726997 23.212364, 70.726645 23.212699, 70.726103 23.213105, 70.725737 23.213358, 70.725347 23.213557, 70.724956 23.213706, 70.724604 23.213856, 70.724394 23.213987, 70.724233 23.214208, 70.724146 23.214488, 70.724053 23.214944, 70.723985 23.215296, 70.723927 23.215427, 70.723824 23.215576, 70.723678 23.215716, 70.723536 23.215865, 70.723355 23.215987, 70.723277 23.216114, 70.723204 23.216295, 70.723234 23.216656, 70.723317 23.216877, 70.723454 23.217116, 70.723914 23.217658, 70.724314 23.218005, 70.724876 23.218348, 70.725443 23.218546, 70.725985 23.218645, 70.726533 23.218667, 70.726884 23.218766, 70.727217 23.218816, 70.727725 23.218685, 70.728296 23.218427, 70.728843 23.218286, 70.729385 23.218327, 70.729874 23.218444, 70.730607 23.218696, 70.731276 23.219007, 70.731765 23.219147, 70.732175 23.219305, 70.732463 23.219395, 70.732493 23.219516, 70.732493 23.219616, 70.732332 23.219837, 70.731844 23.220348, 70.731546 23.220677, 70.731522 23.220845, 70.731546 23.220975, 70.731625 23.221156, 70.731786 23.221305, 70.732094 23.221535, 70.732465 23.221855, 70.732602 23.222067, 70.732764 23.222234, 70.732915 23.222356, 70.732972 23.22236, 70.733548 23.228793, 70.732126 23.229831, 70.73101 23.233854, 70.733671 23.246906, 70.73513 23.252328, 70.735264 23.252825))",370150_J,C16
"POLYGON ((70.425429 23.621254, 70.405251 23.625709, 70.386658 23.621249, 70.336277 23.595969, 70.426632 23.576024, 70.454844 23.553832, 70.454485 23.555648, 70.453362 23.560043, 70.452619 23.567999, 70.461245 23.575158, 70.45794 23.579878, 70.452933 23.58429, 70.450172 23.586722, 70.44677 23.589152, 70.439476 23.594361, 70.438188 23.595718, 70.437952 23.596751, 70.437437 23.597694, 70.436364 23.598648, 70.435828 23.600369, 70.434487 23.601568, 70.433908 23.603121, 70.433865 23.606149, 70.433667 23.607236, 70.433607 23.607565, 70.433587 23.607727, 70.433564 23.607906, 70.433554 23.60799, 70.433521 23.608253, 70.433518 23.60827, 70.433514 23.608302, 70.433514 23.608309, 70.433492 23.608483, 70.433491 23.608491, 70.433487 23.608521, 70.433485 23.608539, 70.433471 23.608647, 70.433465 23.608697, 70.433445 23.608851, 70.433425 23.609009, 70.433406 23.609166, 70.433404 23.609181, 70.433402 23.609195, 70.433401 23.6092, 70.433394 23.609262, 70.433389 23.609297, 70.433376 23.609401, 70.433376 23.609405, 70.433375 23.609407, 70.43337 23.609445, 70.433369 23.60946, 70.433365 23.609492, 70.433356 23.609562, 70.433347 23.609636, 70.433332 23.609753, 70.433328 23.609779, 70.433317 23.609873, 70.433303 23.609988, 70.433288 23.610105, 70.433284 23.610133, 70.433283 23.610143, 70.433278 23.610184, 70.433273 23.610222, 70.433266 23.610276, 70.433265 23.610286, 70.433264 23.610295, 70.433262 23.61031, 70.433258 23.610339, 70.43171 23.612925, 70.429783 23.614969, 70.428157 23.617671, 70.425429 23.621254))",370140_Q,C16
"POLYGON ((70.714207 23.299937, 70.735264 23.252825, 70.736053 23.255758, 70.736997 23.259346, 70.738134 23.263032, 70.739773 23.262855, 70.735848 23.270727, 70.735531 23.271362, 70.735115 23.272197, 70.724621 23.293243, 70.724068 23.294351, 70.7227 23.297094, 70.721372 23.299758, 70.719187 23.300443, 70.717744 23.300296, 70.716621 23.300182, 70.716052 23.300125, 70.714647 23.299982, 70.714619 23.299979, 70.714265 23.299943, 70.714207 23.299937))",370150_M,C17
"POLYGON ((76.9816047 16.3944813, 76.9894432 16.4095204, 76.9911598 16.4305969, 76.973307 16.4473906, 76.9536239 16.4654462, 76.939891 16.4651169, 76.9269584 16.4605611, 76.9128822 16.4447564, 76.9097923 16.4121551, 76.9159721 16.4026042, 76.9409489 16.3895954, 76.9769146 16.3923463, 76.9816047 16.3944813))",584111_A,C1
"POLYGON ((77.0270397 16.414742, 77.0243484 16.4335069, 77.0157653 16.4572149, 77.004779 16.4700555, 76.9694167 16.4911255, 76.9556838 16.4973801, 76.8691113 16.4819135, 76.8653899 16.4519467, 76.8719131 16.4361413, 76.8858784 16.3883915, 76.9107085 16.3630245, 76.9306213 16.3584126, 76.9624393 16.3524864, 76.9769698 16.3897054, 76.9769146 16.3923463, 76.9409489 16.3895954, 76.9159721 16.4026042, 76.9097923 16.4121551, 76.9128822 16.4447564, 76.9269584 16.4605611, 76.939891 16.4651169, 76.9536239 16.4654462, 76.9911598 16.4305969, 76.9894432 16.4095204, 76.9816047 16.3944813, 77.0270397 16.414742))",584111_B,C3
"POLYGON ((77.0612626 16.4464378, 77.0503631 16.4640855, 77.0297863 16.4944233, 77.0081344 16.5137952, 76.9751755 16.5335439, 76.9556838 16.4973801, 76.9782654 16.4858145, 77.004779 16.4700555, 77.0157653 16.4572149, 77.0243484 16.4335069, 77.0266739 16.4127164, 77.0612626 16.4464378))",584111_C,C5
"POLYGON ((77.0612626 16.4464378, 77.0888378 16.4924481, 77.0613495 16.5151118, 77.0270172 16.5404554, 76.9947449 16.5526323, 76.9707348 16.5503782, 76.9751755 16.5335439, 77.0081344 16.5137952, 77.0297863 16.4944233, 77.0503631 16.4640855, 77.0612626 16.4464378))",584111_D,C7
"POLYGON ((76.9200614 16.2842702, 76.9669025 16.2720878, 76.9957416 16.280986, 76.9707348 16.2941701, 76.9682758 16.3132797, 76.9535129 16.3126207, 76.9109409 16.3337077, 76.9073585 16.3248006, 76.9200614 16.2842702))",584111_E,C7
"POLYGON ((76.9200614 16.2842702, 76.9412091 16.2401193, 77.0023205 16.2493486, 76.9957416 16.280986, 76.9669025 16.2720878, 76.9200614 16.2842702))",584111_G,C9
"POLYGON ((76.9214348 16.2819633, 76.9073585 16.3248006, 76.8668464 16.3376499, 76.8283943 16.3811337, 76.8359474 16.4255958, 76.7968086 16.4170335, 76.7981819 16.3758635, 76.825991 16.3373204, 76.8410972 16.3162339, 76.880236 16.2862475, 76.9214348 16.2819633))",584116_B,C7
"POLYGON ((76.8627265 16.2618595, 76.8738706 16.2667598, 76.9214348 16.2819633, 76.880236 16.2862475, 76.8410972 16.3162339, 76.7981819 16.3758635, 76.7968086 16.4170335, 76.7852934 16.4163315, 76.7585142 16.4258817, 76.7686561 16.3679578, 76.7889121 16.3211762, 76.7985252 16.3047012, 76.8287376 16.2796564, 76.8627265 16.2618595))",584116_C,C9
"POLYGON ((76.8033317 16.2493348, 76.8144758 16.2466545, 76.8553312 16.2486322, 76.8675331 16.2615299, 76.8287376 16.2796564, 76.7985252 16.3047012, 76.7863396 16.3231511, 76.7686561 16.3679578, 76.7585142 16.4258817, 76.7243675 16.3962849, 76.7305473 16.3425917, 76.7501167 16.3119504, 76.770716 16.282952, 76.8033317 16.2493348))",584116_D,C11
"POLYGON ((76.7243675 16.3962849, 76.6685636 16.3702203, 76.7159422 16.3320056, 76.7344816 16.2957606, 76.7851356 16.2526309, 76.8033317 16.2493348, 76.770716 16.282952, 76.7305473 16.3425917, 76.7243675 16.3962849))",584116_E,C12
"POLYGON ((77.1548697 16.4729888, 77.1367473 16.3997622, 77.0832353 16.2929349, 77.0648489 16.2368292, 77.1396933 16.2829718, 77.1671591 16.3310804, 77.1843252 16.3706129, 77.1829519 16.4219932, 77.1548697 16.4729888))",584126_A,C11
"POLYGON ((76.9682758 16.3132797, 76.9998078 16.3225908, 77.0204072 16.3318162, 77.0413499 16.3522422, 77.0564561 16.3818891, 77.0612626 16.4464378, 77.0270397 16.414742, 77.0197206 16.3861711, 77.0111375 16.366078, 76.985045 16.3552071, 76.9631817 16.3495238, 76.9682758 16.3132797))",584126_B,C5
"POLYGON ((76.9957416 16.280986, 77.0344834 16.2968893, 77.0622926 16.3186369, 77.0811753 16.3542188, 77.0966248 16.3960521, 77.1004014 16.4322785, 77.0888378 16.4924481, 77.0612626 16.4464378, 77.0564561 16.3818891, 77.0413499 16.3522422, 77.0231538 16.3328046, 76.9998078 16.3225908, 76.9682758 16.3132797, 76.9707348 16.2941701, 76.9957416 16.280986))",584126_C,C7
"POLYGON ((77.1367473 16.3997622, 77.1309108 16.4288965, 77.1257609 16.4756523, 77.0888378 16.4924481, 77.1004014 16.4322785, 77.0966248 16.3960521, 77.082159 16.3570947, 77.0622926 16.3186369, 77.0313674 16.2950341, 76.9957416 16.280986, 77.0023205 16.2493486, 77.0443935 16.2694476, 77.0804423 16.2905392, 77.1095219 16.3444859, 77.1367473 16.3997622))",584126_D,C9
"POLYGON ((77.1267909 16.4731944, 77.1288508 16.4412564, 77.1367473 16.3997622, 77.1548697 16.4729888, 77.1267909 16.4731944))",584126_E,C11
"POLYGON ((77.0023205 16.2493486, 77.0648489 16.2368292, 77.0804423 16.2905392, 77.0413773 16.2684644, 77.0023205 16.2493486))",584126_F,C11
"POLYGON ((75.082281 30.273757, 75.080863 30.276718, 75.075536 30.280919, 75.056107 30.275887, 75.05863 30.255182, 75.058387 30.249126, 75.057747 30.241907, 75.057743 30.241864, 75.057671 30.24105, 75.057542 30.239679, 75.057456 30.23217, 75.057097 30.227676, 75.057059 30.227199, 75.057003 30.226499, 75.056922 30.225487, 75.056917 30.225427, 75.056899 30.225195, 75.056819 30.224198, 75.056811 30.224096, 75.056791 30.223843, 75.056785 30.223771, 75.05677 30.223586, 75.052001 30.223377, 75.051626 30.223361, 75.05001 30.22329, 75.047934 30.223199, 75.045878 30.223109, 75.044215 30.223037, 75.042495 30.222962, 75.036428 30.222696, 75.03643 30.221119, 75.03642 30.219466, 75.03642 30.219414, 75.036391 30.21261, 75.036449 30.202466, 75.030855 30.201718, 75.030758 30.201706, 75.030634 30.201691, 75.03019 30.201636, 75.03006 30.20162, 75.029657 30.20157, 75.029644 30.201568, 75.027924 30.201355, 75.027801 30.20134, 75.021983 30.200619, 75.02005 30.20038, 75.018091 30.200138, 75.01806 30.2, 75.018138 30.199732, 75.019896 30.193705, 75.025722 30.194101, 75.058869 30.211642, 75.079202 30.240272, 75.082281 30.273757))",151101_A,C3
"POLYGON ((75.088281 30.186188, 75.118726 30.229036, 75.116231 30.232269, 75.110645 30.240449, 75.107459 30.246315, 75.10733 30.250875, 75.103694 30.262888, 75.092046 30.264985, 75.086703 30.272113, 75.080863 30.276718, 75.082281 30.273757, 75.079202 30.240272, 75.058869 30.211642, 75.025722 30.194101, 75.019896 30.193705, 75.020182 30.192724, 75.021144 30.185485, 75.007313 30.170269, 75.001487 30.160614, 75.003199 30.157481, 75.033034 30.159509, 75.043609 30.179609, 75.060353 30.18698, 75.073872 30.183085, 75.078086 30.180794, 75.088281 30.186188))",151101_B,C5
"POLYGON ((75.11879 30.229126, 75.121939 30.26323, 75.103694 30.262888, 75.10733 30.250875, 75.107459 30.246315, 75.110645 30.240449, 75.116231 30.232269, 75.118726 30.229036, 75.11879 30.229126))",151111_A,C5
"POLYGON ((75.117678 30.160729, 75.136615 30.187367, 75.131926 30.202456, 75.130804 30.206064, 75.130712 30.206361, 75.130183 30.208063, 75.13013 30.20823, 75.130084 30.208376, 75.126917 30.218425, 75.118726 30.229036, 75.088281 30.186188, 75.078086 30.180794, 75.090866 30.173847, 75.105286 30.163013, 75.105963 30.154531, 75.117678 30.160729))",151101_C,C7
"POLYGON ((75.033034 30.159509, 75.003199 30.157481, 75.00682 30.150854, 75.01994 30.149174, 75.030137 30.154002, 75.033034 30.159509))",151101_D,C7
"POLYGON ((75.158369 30.217968, 75.158854 30.223198, 75.151465 30.21769, 75.126917 30.218425, 75.130084 30.208376, 75.13013 30.20823, 75.130183 30.208063, 75.130712 30.206361, 75.130804 30.206064, 75.131926 30.202456, 75.136615 30.187367, 75.158369 30.217968))",151103_A,C7
"POLYGON ((75.158854 30.223198, 75.163315 30.271287, 75.156371 30.272114, 75.145896 30.272856, 75.137907 30.273791, 75.126027 30.263307, 75.121939 30.26323, 75.11879 30.229126, 75.118726 30.229036, 75.126917 30.218425, 75.151465 30.21769, 75.158854 30.223198))",151111_B,C7
"POLYGON ((75.154866 30.146239, 75.159865 30.153267, 75.155331 30.167646, 75.145131 30.174362, 75.136874 30.186534, 75.136615 30.187367, 75.117678 30.160729, 75.105963 30.154531, 75.106187 30.151733, 75.112675 30.144976, 75.124086 30.139937, 75.147152 30.140777, 75.154866 30.146239))",151101_E,C9
"POLYGON ((75.197938 30.206798, 75.201875 30.24905, 75.197038 30.247946, 75.183476 30.236824, 75.164597 30.22748, 75.158854 30.223198, 75.158369 30.217968, 75.136615 30.187367, 75.136874 30.186534, 75.145131 30.174362, 75.155331 30.167646, 75.159865 30.153267, 75.197938 30.206798))",151103_B,C9
"POLYGON ((75.201875 30.24905, 75.204455 30.276736, 75.166079 30.375213, 75.158379 30.352164, 75.163315 30.271287, 75.158854 30.223198, 75.164597 30.22748, 75.183476 30.236824, 75.197038 30.247946, 75.201875 30.24905))",151111_C,C9
"POLYGON ((75.246899 30.296061, 75.241963 30.306402, 75.23592 30.303984, 75.215084 30.30341, 75.218707 30.288273, 75.217848 30.280565, 75.213274 30.265443, 75.216526 30.252395, 75.201875 30.24905, 75.197938 30.206798, 75.159865 30.153267, 75.160361 30.151693, 75.158418 30.148754, 75.199126 30.144533, 75.200892 30.144172, 75.237499 30.195616, 75.246899 30.296061))",151103_C,C11
"POLYGON ((75.202428 30.389238, 75.184558 30.402436, 75.15395 30.399087, 75.166079 30.375213, 75.198959 30.342213, 75.209091 30.330657, 75.21304 30.319544, 75.21304 30.312135, 75.215084 30.30341, 75.23592 30.303984, 75.241963 30.306402, 75.202428 30.389238))",151104_A,C11
"POLYGON ((75.184558 30.402436, 75.145797 30.431064, 75.144422 30.426325, 75.13914 30.41479, 75.15395 30.399087, 75.184558 30.402436))",151106_A,C11
"POLYGON ((75.204455 30.276736, 75.201875 30.24905, 75.216526 30.252395, 75.213274 30.265443, 75.217848 30.280565, 75.218707 30.288273, 75.21304 30.312135, 75.21304 30.319544, 75.209091 30.330657, 75.166079 30.375213, 75.204455 30.276736))",151111_D,C11
"POLYGON ((75.288065 30.301605, 75.280754 30.316936, 75.276776 30.315099, 75.264072 30.315247, 75.241963 30.306402, 75.246899 30.296061, 75.237499 30.195616, 75.200892 30.144172, 75.236906 30.136814, 75.243314 30.137036, 75.277051 30.184423, 75.288065 30.301605))",151103_D,C12
"POLYGON ((75.280754 30.316936, 75.238086 30.406407, 75.222935 30.406636, 75.184558 30.402436, 75.202428 30.389238, 75.241963 30.306402, 75.264072 30.315247, 75.276776 30.315099, 75.280754 30.316936))",151104_B,C12
"POLYGON ((75.236217 30.410326, 75.186918 30.446744, 75.184688 30.446397, 75.163073 30.444932, 75.149209 30.443339, 75.146998 30.435206, 75.145797 30.431064, 75.184558 30.402436, 75.222935 30.406636, 75.238086 30.406407, 75.236217 30.410326))",151106_B,C12
"POLYGON ((75.329236 30.307135, 75.322664 30.320927, 75.322543 30.320141, 75.321059 30.310505, 75.326994 30.284273, 75.30904 30.279032, 75.311104 30.276411, 75.312554 30.274896, 75.316537 30.270733, 75.324967 30.26192, 75.329236 30.307135))",148108_A,C13
"POLYGON ((75.321787 30.228229, 75.324967 30.26192, 75.316537 30.270733, 75.312554 30.274896, 75.311104 30.276411, 75.30904 30.279032, 75.326994 30.284273, 75.321059 30.310505, 75.322543 30.320141, 75.315057 30.318507, 75.30407 30.319174, 75.292312 30.320581, 75.284157 30.318507, 75.280754 30.316936, 75.288065 30.301605, 75.277051 30.184423, 75.243314 30.137036, 75.288282 30.138595, 75.292967 30.140048, 75.313423 30.168767, 75.321787 30.228229))",151103_E,C13
"POLYGON ((75.322664 30.320927, 75.285715 30.398467, 75.269988 30.40101, 75.242512 30.40634, 75.238086 30.406407, 75.280754 30.316936, 75.284157 30.318507, 75.292312 30.320581, 75.30407 30.319174, 75.315057 30.318507, 75.322543 30.320141, 75.322664 30.320927))",151104_C,C13
"POLYGON ((75.27002 30.431406, 75.247833 30.447799, 75.240059 30.447653, 75.22233 30.452257, 75.186918 30.446744, 75.236217 30.410326, 75.238086 30.406407, 75.242512 30.40634, 75.269988 30.40101, 75.285715 30.398467, 75.27002 30.431406))",151106_C,C13
"POLYGON ((75.370411 30.312653, 75.331452 30.39448, 75.313039 30.395272, 75.312852 30.39528, 75.312443 30.395297, 75.312373 30.3953, 75.312233 30.395306, 75.31212 30.395311, 75.312057 30.395314, 75.31203 30.395315, 75.31201 30.395316, 75.312006 30.395315, 75.312607 30.395257, 75.312708 30.395248, 75.315914 30.39494, 75.317576 30.383388, 75.318243 30.378754, 75.319174 30.372283, 75.32398 30.35762, 75.326962 30.351483, 75.328443 30.348435, 75.326033 30.342806, 75.322664 30.320927, 75.329236 30.307135, 75.324967 30.26192, 75.335274 30.251145, 75.341103 30.237723, 75.342877 30.235316, 75.347905 30.228494, 75.361422 30.217846, 75.370411 30.312653))",148108_B,C14
"POLYGON ((75.313423 30.168767, 75.292967 30.140048, 75.306473 30.144237, 75.325365 30.148393, 75.333252 30.146315, 75.338402 30.155369, 75.313423 30.168767))",151103_F,C14
"POLYGON ((75.3454556 30.2328874, 75.335274 30.251145, 75.324967 30.26192, 75.321787 30.228229, 75.321922 30.22837, 75.313423 30.168767, 75.338402 30.155369, 75.361422 30.217846, 75.3454556 30.2328874))",151103_G,C14
"POLYGON ((75.285715 30.398467, 75.322664 30.320927, 75.326033 30.342806, 75.328443 30.348435, 75.326962 30.351483, 75.32398 30.35762, 75.319174 30.372283, 75.318243 30.378754, 75.317576 30.383388, 75.315914 30.39494, 75.312708 30.395248, 75.312607 30.395257, 75.312006 30.395315, 75.311986 30.395317, 75.301305 30.397411, 75.302042 30.406156, 75.301952 30.405988, 75.301548 30.405234, 75.300555 30.403379, 75.286473 30.398345, 75.285715 30.398467))",151104_D,C14
"POLYGON ((75.27002 30.431406, 75.285715 30.398467, 75.286473 30.398345, 75.300555 30.403379, 75.301548 30.405234, 75.301952 30.405988, 75.302042 30.406158, 75.302329 30.409559, 75.302586 30.412608, 75.30291 30.416448, 75.303247 30.420442, 75.276912 30.446932, 75.262402 30.448072, 75.247833 30.447799, 75.27002 30.431406))",151106_D,C14
"POLYGON ((75.411592 30.318158, 75.376198 30.392555, 75.331452 30.39448, 75.370411 30.312653, 75.361422 30.217846, 75.338402 30.155369, 75.399246 30.188517, 75.411592 30.318158))",148108_C,C15
"POLYGON ((75.445432 30.339101, 75.413012 30.407302, 75.408611 30.40523, 75.400028 30.40064, 75.398312 30.395828, 75.395308 30.393237, 75.379257 30.392423, 75.376198 30.392555, 75.411592 30.318158, 75.399246 30.188517, 75.400542 30.18876, 75.409209 30.186219, 75.416739 30.166701, 75.439272 30.182445, 75.444648 30.238658, 75.450079 30.304238, 75.449565 30.31269, 75.445432 30.339101))",148108_D,C16
"POLYGON ((75.444648 30.238658, 75.439272 30.182445, 75.454958 30.193405, 75.4781518 30.2232516, 75.4823173 30.3016944, 75.450079 30.304238, 75.444648 30.238658))",148108_E,C17
"POLYGON ((75.413012 30.407302, 75.445432 30.339101, 75.449565 30.31269, 75.450079 30.304238, 75.4823173 30.3016944, 75.47538 30.361103, 75.465961 30.367582, 75.455703 30.371967, 75.448177 30.373642, 75.449574 30.385789, 75.448144 30.395282, 75.449038 30.39568, 75.448599 30.399141, 75.448577 30.399314, 75.448532 30.399668, 75.448373 30.400926, 75.448102 30.40306, 75.447836 30.405156, 75.44775 30.406488, 75.44672 30.409523, 75.439939 30.411744, 75.431013 30.41278, 75.42449 30.412706, 75.413012 30.407302))",148108_F,C17
"POLYGON ((86.1514074 25.6457331, 86.1331747 25.6271155, 86.1328314 25.5930602, 86.1616705 25.5710739, 86.1695669 25.565809, 86.2022191 25.5584219, 86.2094099 25.5712507, 86.2131689 25.5812934, 86.2152655 25.5992989, 86.2186987 25.624066, 86.2176687 25.6414, 86.1819453 25.6580926, 86.1514074 25.6457331))",848202_A,C1
"POLYGON ((86.1328314 25.5930602, 86.1012457 25.5735514, 86.1131283 25.5461072, 86.1481473 25.5272104, 86.1990997 25.5134325, 86.2017812 25.5246679, 86.2066823 25.5463419, 86.2022191 25.5584219, 86.1695669 25.565809, 86.1328314 25.5930602))",848202_K,C3
"POLYGON ((86.1190984 25.6865342, 86.1293981 25.6710634, 86.1514074 25.6457331, 86.1819453 25.6580926, 86.2176687 25.6414, 86.2392614 25.6562096, 86.2317122 25.675704, 86.1987493 25.7020029, 86.1772916 25.6986, 86.1462209 25.6948875, 86.1190984 25.6865342))",848204_A,C3
"POLYGON ((86.1190984 25.6865342, 86.0997007 25.6551264, 86.0885427 25.6382587, 86.0878561 25.5868673, 86.1012457 25.5735514, 86.1208517 25.5847457, 86.1328314 25.5930602, 86.1331747 25.6271155, 86.1514074 25.6457331, 86.1293981 25.6710634, 86.1190984 25.6865342))",848202_B,C5
"POLYGON ((86.2807454 25.5999292, 86.2794372 25.6202808, 86.2392614 25.6562096, 86.2176687 25.6414, 86.2186987 25.624066, 86.2131689 25.5812934, 86.2022191 25.5584219, 86.2066823 25.5463419, 86.2017812 25.5246679, 86.2319936 25.5280758, 86.2460698 25.5519285, 86.2721624 25.5850665, 86.2807454 25.5999292))",848201_B,C7
"POLYGON ((86.0308645 25.6155068, 86.0336477 25.6048719, 86.0445974 25.5896541, 86.0769064 25.5828878, 86.0878561 25.5868673, 86.0885427 25.6382587, 86.1190984 25.6865342, 86.1078054 25.7048331, 86.0803396 25.7035957, 86.0665701 25.6930313, 86.0432241 25.675086, 86.0274313 25.6299014, 86.0308645 25.6155068))",848202_C,C7
"POLYGON ((86.0803396 25.7035957, 86.1078054 25.7048331, 86.1190984 25.6865342, 86.1462209 25.6948875, 86.163945 25.6970228, 86.1814112 25.6992432, 86.1987493 25.7020029, 86.1861899 25.7219182, 86.1276815 25.7410222, 86.0964391 25.7164341, 86.0803396 25.7035957))",848204_B,C7
"POLYGON ((86.2807454 25.5999292, 86.2721624 25.5850665, 86.2507003 25.5575017, 86.2460698 25.5519285, 86.2319936 25.5280758, 86.2017812 25.5246679, 86.1990997 25.5134325, 86.209056 25.5022776, 86.2179824 25.5025875, 86.2265655 25.512503, 86.2392034 25.5042184, 86.2550613 25.5090946, 86.2567779 25.5317119, 86.2636444 25.5360489, 86.2689659 25.5333749, 86.2754755 25.517241, 86.2905326 25.507009, 86.2964182 25.5149173, 86.3039713 25.5407861, 86.3092928 25.5754756, 86.3056879 25.6126318, 86.2787509 25.6178036, 86.2807454 25.5999292))",848201_C,C9
"POLYGON ((86.0217383 25.7293412, 86.0078619 25.7146858, 86.0006521 25.6871529, 85.9968756 25.6688973, 85.991039 25.6345444, 85.9714697 25.610089, 85.9842092 25.6138502, 86.0130117 25.597395, 86.0336477 25.6048719, 86.0274313 25.6299014, 86.0432241 25.675086, 86.0803396 25.7035957, 86.078623 25.7138039, 86.0573004 25.7308164, 86.0497473 25.7301509, 86.0217383 25.7293412))",848202_D,C9
"POLYGON ((86.0033986 25.6979812, 85.9649465 25.682512, 85.9683798 25.6636367, 85.9474785 25.6388913, 85.9337042 25.6165903, 85.937824 25.6035874, 85.9543401 25.5968219, 85.9714697 25.610089, 85.991039 25.6345444, 85.9968756 25.6688973, 86.0033986 25.6979812))",848202_E,C11
"POLYGON ((86.0181616 25.7289607, 86.0439108 25.7301979, 86.0573004 25.7308164, 86.078623 25.7138039, 86.0803396 25.7035957, 86.1276815 25.7410222, 86.0996726 25.7528445, 86.0685295 25.7577603, 86.0318945 25.7484441, 86.0181616 25.7289607))",848204_C,C11
"POLYGON ((84.6584417 21.381429, 84.6485782 21.3746289, 84.6361257 21.3561711, 84.6402456 21.3289919, 84.6594717 21.3139582, 84.6872808 21.3161991, 84.7089102 21.3353879, 84.7110629 21.3551254, 84.7028232 21.3698332, 84.6811938 21.3803835, 84.6584417 21.381429))",768109_A,C1
