WKT,name,description
"POLYGON ((76.189014 11.081823, 76.194845 11.058014, 76.195899 11.058285, 76.196563 11.072431, 76.202726 11.078983, 76.202451 11.085117, 76.203149 11.087917, 76.205517 11.088572, 76.207519 11.088393, 76.210979 11.087291, 76.212374 11.090895, 76.215196 11.087113, 76.219746 11.08575, 76.221287 11.084083, 76.223382 11.083941, 76.224217 11.083174, 76.224882 11.081827, 76.22823 11.07951, 76.228992 11.079491, 76.228419 11.081831, 76.232712 11.099387, 76.244661 11.113118, 76.245448 11.113438, 76.245353 11.114507, 76.245642 11.115525, 76.245861 11.116295, 76.249457 11.127832, 76.253619 11.141182, 76.246938 11.145504, 76.245861 11.14476, 76.246059 11.142973, 76.244753 11.14217, 76.243752 11.141127, 76.242978 11.140993, 76.242634 11.141166, 76.242068 11.141276, 76.241759 11.141208, 76.241521 11.140979, 76.241127 11.140279, 76.241035 11.139687, 76.240579 11.139603, 76.240657 11.139133, 76.239929 11.139073, 76.239397 11.139326, 76.239169 11.139341, 76.239033 11.139192, 76.238866 11.138507, 76.238609 11.138254, 76.23847 11.138203, 76.238237 11.138118, 76.238111 11.138072, 76.237364 11.1378, 76.236627 11.137346, 76.236624 11.137344, 76.235468 11.136632, 76.233455 11.134192, 76.233198 11.136792, 76.232585 11.13695, 76.232039 11.135872, 76.231007 11.13614, 76.23081 11.135173, 76.227616 11.132701, 76.225633 11.133392, 76.224368 11.135182, 76.222415 11.13394, 76.2216 11.134803, 76.220162 11.134687, 76.220174 11.137048, 76.217139 11.137882, 76.215571 11.137596, 76.21485 11.136768, 76.215163 11.13615, 76.214519 11.135561, 76.214074 11.135876, 76.197595 11.116937, 76.189014 11.081823))",676521_B,C3
"POLYGON ((76.150704 11.077336, 76.14261 11.070317, 76.154828 11.060508, 76.157918 11.055622, 76.178599 11.05384, 76.194845 11.058014, 76.189014 11.081823, 76.197595 11.116937, 76.214074 11.135876, 76.21351 11.136277, 76.211042 11.135729, 76.210678 11.136908, 76.208789 11.137708, 76.207931 11.136298, 76.205678 11.136171, 76.204863 11.136803, 76.203425 11.136087, 76.201901 11.136824, 76.200464 11.136045, 76.199563 11.136698, 76.198171 11.136483, 76.19887 11.133684, 76.199083 11.13288, 76.197991 11.131659, 76.197052 11.129664, 76.194262 11.12935, 76.193468 11.127729, 76.193769 11.126213, 76.191587 11.124722, 76.19103 11.126327, 76.189284 11.125992, 76.187578 11.124128, 76.18761 11.122991, 76.184911 11.120642, 76.185165 11.11838, 76.184093 11.115223, 76.182484 11.113645, 76.184091 11.112085, 76.187802 11.111671, 76.193365 11.109264, 76.192335 11.108502, 76.190252 11.108716, 76.188158 11.104742, 76.188211 11.103368, 76.189005 11.102252, 76.190209 11.102334, 76.19129 11.099578, 76.185949 11.096999, 76.181724 11.093545, 76.18173 11.088363, 76.178569 11.089197, 76.175477 11.087321, 76.174467 11.094416, 76.171275 11.093437, 76.168161 11.09146, 76.165969 11.095212, 76.163921 11.096461, 76.162371 11.095101, 76.162487 11.092294, 76.158146 11.091192, 76.150704 11.077336))",676521_C,C5
"POLYGON ((76.21485 11.136768, 76.215571 11.137596, 76.214528 11.137406, 76.21485 11.136768))",676521_D,C5
"POLYGON ((76.251625 11.115949, 76.245448 11.113438, 76.245482 11.11305, 76.243776 11.108884, 76.240748 11.103129, 76.240535 11.100395, 76.239967 11.093103, 76.24041 11.091709, 76.240991 11.089881, 76.237046 11.086666, 76.237059 11.086583, 76.237334 11.08482, 76.243799 11.087023, 76.24439 11.085728, 76.243783 11.08473, 76.242644 11.084567, 76.243433 11.083167, 76.244683 11.082712, 76.246514 11.083323, 76.248638 11.086234, 76.250201 11.085415, 76.25064 11.084135, 76.251642 11.082884, 76.253933 11.083405, 76.254525 11.082437, 76.255481 11.081767, 76.256179 11.082497, 76.256406 11.083242, 76.261307 11.087329, 76.262415 11.087902, 76.263264 11.091462, 76.262262 11.092576, 76.260127 11.092671, 76.260057 11.094214, 76.260894 11.094761, 76.260851 11.095198, 76.260427 11.095495, 76.259699 11.094885, 76.258819 11.095511, 76.25935 11.097441, 76.259046 11.102206, 76.258979 11.10383, 76.258318 11.108376, 76.258003 11.1106, 76.256968 11.111501, 76.256361 11.110548, 76.25542 11.110193, 76.255071 11.110965, 76.255587 11.111352, 76.255587 11.111947, 76.25531 11.112064, 76.254086 11.114821, 76.251625 11.115949))",676522_A,C1
"POLYGON ((76.280001 11.045055, 76.287918 11.049816, 76.291683 11.052031, 76.29012 11.052879, 76.288208 11.053252, 76.286843 11.052596, 76.280457 11.051144, 76.277904 11.053419, 76.277023 11.057252, 76.274582 11.058583, 76.273249 11.058452, 76.270008 11.05603, 76.268034 11.05782, 76.266365 11.06025, 76.263901 11.057898, 76.262839 11.058642, 76.262688 11.061204, 76.259836 11.060429, 76.257308 11.062264, 76.258764 11.067613, 76.256833 11.066096, 76.253234 11.067883, 76.2534 11.069676, 76.251794 11.06987, 76.248849 11.069304, 76.249123 11.066713, 76.245816 11.064867, 76.244946 11.06736, 76.241727 11.069845, 76.23795 11.068792, 76.235848 11.074056, 76.233272 11.074183, 76.232541 11.07532, 76.237136 11.080542, 76.234831 11.082944, 76.233104 11.08276, 76.232526 11.081901, 76.230249 11.079459, 76.228992 11.079491, 76.232717 11.064275, 76.244666 11.050547, 76.261661 11.043638, 76.280001 11.045055))",679325_A,C1
"POLYGON ((76.292173 11.008276, 76.295614 11.010345, 76.322364 11.026451, 76.3312763 11.0443828, 76.335562 11.059, 76.338419 11.071891, 76.339249 11.082209, 76.336764 11.087828, 76.322021 11.08627, 76.312242 11.079787, 76.311808 11.073635, 76.310005 11.073805, 76.30846 11.078266, 76.305799 11.077593, 76.305301 11.069881, 76.295686 11.054487, 76.287918 11.049816, 76.280001 11.045055, 76.261661 11.043638, 76.244666 11.050547, 76.232717 11.064275, 76.228992 11.079491, 76.22823 11.07951, 76.224882 11.081827, 76.224217 11.083174, 76.223382 11.083941, 76.221287 11.084083, 76.219746 11.08575, 76.215196 11.087113, 76.212374 11.090895, 76.210979 11.087291, 76.207519 11.088393, 76.205517 11.088572, 76.203149 11.087917, 76.202451 11.085117, 76.202726 11.078983, 76.196563 11.072431, 76.195899 11.058285, 76.194845 11.058014, 76.197612 11.046713, 76.221511 11.019259, 76.2555 11.005443, 76.292173 11.008276))",679325_B,C3
"POLYGON ((76.206498 10.984662, 76.207991 10.984055, 76.208124 10.984209, 76.209068 10.984504, 76.209733 10.984904, 76.210592 10.985199, 76.213081 10.984925, 76.213814 10.985831, 76.214669 10.985494, 76.215699 10.985557, 76.216246 10.985757, 76.216805 10.985784, 76.217802 10.985439, 76.218424 10.985881, 76.219625 10.990353, 76.224012 10.994692, 76.227699 10.996982, 76.230127 11.000502, 76.23741 11.002169, 76.246028 10.999191, 76.261152 10.988728, 76.271897 10.986694, 76.292163 10.998617, 76.295614 11.010345, 76.292173 11.008276, 76.2555 11.005443, 76.221511 11.019259, 76.197612 11.046713, 76.194845 11.058014, 76.178599 11.05384, 76.157918 11.055622, 76.163063 11.048099, 76.175938 11.041867, 76.187066 11.033887, 76.1979 11.033859, 76.201116 11.0296, 76.20579 11.025372, 76.201784 11.021203, 76.198992 11.01611, 76.196838 11.011046, 76.189615 11.007948, 76.187066 11.007904, 76.185777 11.007665, 76.185382 11.007323, 76.185143 11.006768, 76.184821 11.006579, 76.184259 11.006638, 76.183954 11.006817, 76.183553 11.006904, 76.18355 11.006905, 76.185007 11.006078, 76.192468 11.001842, 76.196352 10.996123, 76.195513 10.991241, 76.1942411 10.9803858, 76.2049939 10.9794946, 76.206477 10.98467, 76.206493 10.984672, 76.206498 10.984662))",679325_C,C5
"POLYGON ((76.207991 10.984055, 76.206498 10.984662, 76.206987 10.983661, 76.207652 10.983661, 76.207991 10.984055))",679325_E,C7
"POLYGON ((76.305301 11.069881, 76.305923 11.077624, 76.305799 11.077593, 76.306746 11.08788, 76.30417 11.093782, 76.301895 11.092532, 76.295765 11.09225, 76.292685 11.097074, 76.28924 11.096597, 76.287303 11.095514, 76.285842 11.096463, 76.284021 11.095466, 76.282089 11.095703, 76.281593 11.095302, 76.281821 11.093992, 76.281338 11.091808, 76.279666 11.09091, 76.278635 11.09222, 76.277026 11.091788, 76.276298 11.091996, 76.276237 11.094111, 76.275934 11.094751, 76.274214 11.094861, 76.273978 11.094166, 76.275008 11.091218, 76.272326 11.090439, 76.270654 11.08878, 76.268939 11.089406, 76.268651 11.091088, 76.267771 11.091475, 76.267042 11.092443, 76.26595 11.09222, 76.266542 11.09085, 76.266587 11.08954, 76.266132 11.089346, 76.265223 11.087891, 76.262415 11.087902, 76.261307 11.087329, 76.256406 11.083242, 76.256179 11.082497, 76.255481 11.081767, 76.254525 11.082437, 76.253933 11.083405, 76.251642 11.082884, 76.25064 11.084135, 76.250201 11.085415, 76.248638 11.086234, 76.246514 11.083323, 76.244683 11.082712, 76.243433 11.083167, 76.242644 11.084567, 76.243783 11.08473, 76.24439 11.085728, 76.243799 11.087023, 76.237334 11.08482, 76.237059 11.086583, 76.236965 11.086523, 76.23559 11.086523, 76.234837 11.085966, 76.233589 11.08348, 76.233104 11.08276, 76.234831 11.082944, 76.237136 11.080542, 76.232541 11.07532, 76.233272 11.074183, 76.235848 11.074056, 76.23795 11.068792, 76.241727 11.069845, 76.244946 11.06736, 76.245816 11.064867, 76.249123 11.066713, 76.248849 11.069304, 76.251794 11.06987, 76.2534 11.069676, 76.253234 11.067883, 76.256833 11.066096, 76.258764 11.067613, 76.257308 11.062264, 76.259836 11.060429, 76.262688 11.061204, 76.262839 11.058642, 76.263901 11.057898, 76.266365 11.06025, 76.268034 11.05782, 76.270008 11.05603, 76.273249 11.058452, 76.274582 11.058583, 76.277023 11.057252, 76.277904 11.053419, 76.280457 11.051144, 76.286843 11.052596, 76.288208 11.053252, 76.29012 11.052879, 76.29164 11.052054, 76.295686 11.054487, 76.305301 11.069881))",679326_A,C1
"POLYGON ((76.322387 11.026444, 76.295614 11.010345, 76.292163 10.998617, 76.30417 10.987812, 76.314851 11.004731, 76.3226 11.004895, 76.322135 11.005625, 76.322681 11.006653, 76.323956 11.007159, 76.324639 11.007859, 76.324578 11.008663, 76.325034 11.009289, 76.324365 11.011031, 76.324714 11.012774, 76.325382 11.013519, 76.326626 11.013414, 76.327143 11.013623, 76.327294 11.014606, 76.326626 11.014397, 76.326793 11.015306, 76.326186 11.015768, 76.327597 11.01894, 76.329009 11.019595, 76.328431 11.021434, 76.328978 11.023482, 76.328481 11.024481, 76.326936 11.023829, 76.326249 11.02385, 76.325412 11.023386, 76.323651 11.024271, 76.323588 11.024882, 76.323953 11.025598, 76.323554 11.026114, 76.322387 11.026444))",679326_D,C5
"POLYGON ((76.285717 11.116289, 76.267825 11.120504, 76.26166 11.120028, 76.251625 11.115949, 76.254086 11.114821, 76.25531 11.112064, 76.255587 11.111947, 76.255587 11.111352, 76.255071 11.110965, 76.25542 11.110193, 76.256361 11.110548, 76.256968 11.111501, 76.258003 11.1106, 76.258318 11.108376, 76.258979 11.10383, 76.259046 11.102206, 76.25935 11.097441, 76.258819 11.095511, 76.259699 11.094885, 76.260427 11.095495, 76.260851 11.095198, 76.260894 11.094761, 76.260057 11.094214, 76.260127 11.092671, 76.262262 11.092576, 76.263264 11.091462, 76.262415 11.087902, 76.265223 11.087891, 76.266132 11.089346, 76.266587 11.08954, 76.266542 11.09085, 76.26595 11.09222, 76.267042 11.092443, 76.267771 11.091475, 76.268651 11.091088, 76.268939 11.089406, 76.270654 11.08878, 76.272326 11.090439, 76.275008 11.091218, 76.273978 11.094166, 76.274214 11.094861, 76.275934 11.094751, 76.276237 11.094111, 76.276298 11.091996, 76.277026 11.091788, 76.278635 11.09222, 76.279666 11.09091, 76.281338 11.091808, 76.281821 11.093992, 76.281593 11.095302, 76.282089 11.095703, 76.284021 11.095466, 76.285842 11.096463, 76.287303 11.095514, 76.28924 11.096597, 76.292685 11.097074, 76.295765 11.09225, 76.301895 11.092532, 76.30417 11.093782, 76.304148 11.094039, 76.299707 11.104562, 76.285717 11.116289))",679327_A,C1
"POLYGON ((76.307041 11.147869, 76.303613 11.150743, 76.273436 11.157853, 76.269992 11.144343, 76.258629 11.141187, 76.253619 11.141182, 76.249457 11.127832, 76.245861 11.116295, 76.245353 11.114507, 76.245448 11.113438, 76.251625 11.115949, 76.26166 11.120028, 76.267825 11.120504, 76.285717 11.116289, 76.299707 11.104562, 76.304148 11.094039, 76.303503 11.101403, 76.308889 11.103286, 76.316062 11.108675, 76.315899 11.108727, 76.313197 11.108085, 76.312446 11.108142, 76.312531 11.109605, 76.313213 11.11014, 76.313502 11.110988, 76.311211 11.11272, 76.310482 11.111293, 76.311818 11.110878, 76.31118 11.110491, 76.309997 11.110847, 76.308055 11.111538, 76.308404 11.112386, 76.309314 11.112802, 76.309208 11.114527, 76.309329 11.115673, 76.309299 11.116623, 76.309177 11.117264, 76.308449 11.117903, 76.307857 11.118677, 76.307688 11.117896, 76.307044 11.117748, 76.306486 11.118022, 76.305757 11.118338, 76.306078 11.119896, 76.306642 11.120554, 76.307952 11.121005, 76.309416 11.121086, 76.310725 11.120669, 76.310513 11.122053, 76.31027 11.123004, 76.310331 11.123614, 76.310938 11.123986, 76.311484 11.123644, 76.313168 11.123748, 76.313456 11.1247, 76.31244 11.125897, 76.312091 11.126642, 76.312379 11.127102, 76.313274 11.127371, 76.314503 11.127028, 76.314974 11.126618, 76.315353 11.127748, 76.317052 11.12757, 76.317462 11.127383, 76.318767 11.127026, 76.320299 11.126172, 76.320378 11.128898, 76.312838 11.131645, 76.314619 11.132897, 76.315563 11.13395, 76.31567 11.135298, 76.313771 11.135845, 76.310552 11.135698, 76.304297 11.137013, 76.3064 11.142445, 76.307041 11.147869))",679327_B,C3
"POLYGON ((76.303613 11.150743, 76.307041 11.147869, 76.307859 11.154782, 76.312838 11.159119, 76.31125 11.167034, 76.308031 11.167708, 76.30448 11.171201, 76.303999 11.171675, 76.300592 11.175027, 76.296865 11.178694, 76.296342 11.179208, 76.292925 11.18257, 76.282797 11.187538, 76.279964 11.187877, 76.280172 11.188469, 76.280126 11.188464, 76.271807 11.183939, 76.274789 11.163159, 76.273436 11.157853, 76.303613 11.150743))",679327_C,C5
"POLYGON ((76.331595 11.127287, 76.322668 11.134769, 76.321498 11.134399, 76.320314 11.133981, 76.31989 11.13282, 76.319661 11.131939, 76.320434 11.130824, 76.320378 11.128898, 76.320299 11.126172, 76.318767 11.127026, 76.317462 11.127383, 76.317052 11.12757, 76.315353 11.127748, 76.314974 11.126618, 76.314503 11.127028, 76.313274 11.127371, 76.312379 11.127102, 76.312091 11.126642, 76.31244 11.125897, 76.313456 11.1247, 76.313168 11.123748, 76.311484 11.123644, 76.310938 11.123986, 76.310331 11.123614, 76.31027 11.123004, 76.310513 11.122053, 76.310725 11.120669, 76.309416 11.121086, 76.307952 11.121005, 76.306642 11.120554, 76.306078 11.119896, 76.305757 11.118338, 76.306486 11.118022, 76.307044 11.117748, 76.307688 11.117896, 76.307857 11.118677, 76.308449 11.117903, 76.309177 11.117264, 76.309299 11.116623, 76.309329 11.115673, 76.309208 11.114527, 76.309314 11.112802, 76.308404 11.112386, 76.308055 11.111538, 76.309997 11.110847, 76.31118 11.110491, 76.311818 11.110878, 76.310482 11.111293, 76.311211 11.11272, 76.313502 11.110988, 76.313213 11.11014, 76.312531 11.109605, 76.312446 11.108142, 76.313197 11.108085, 76.315899 11.108727, 76.316062 11.108675, 76.308889 11.103286, 76.303503 11.101403, 76.304148 11.094039, 76.306746 11.08788, 76.305923 11.077624, 76.30846 11.078266, 76.309147 11.075823, 76.310005 11.073805, 76.311808 11.073635, 76.312242 11.079787, 76.322021 11.08627, 76.319018 11.090081, 76.315584 11.090991, 76.32185 11.096378, 76.325111 11.099664, 76.327085 11.101263, 76.328201 11.103368, 76.327567 11.105221, 76.330175 11.104968, 76.330519 11.103535, 76.32906 11.098651, 76.330733 11.097979, 76.33245 11.099701, 76.333909 11.097305, 76.33657 11.097007, 76.338758 11.095326, 76.34099 11.097513, 76.341548 11.101218, 76.342509 11.101413, 76.331595 11.127287))",676523_B,C3
"POLYGON ((76.379835 11.111243, 76.36877 11.137481, 76.368125 11.137319, 76.355242 11.13404, 76.353361 11.13416, 76.351722 11.134784, 76.348657 11.134904, 76.346048 11.136306, 76.34277 11.137258, 76.340343 11.138358, 76.337611 11.138447, 76.336822 11.140175, 76.336003 11.140621, 76.335093 11.140681, 76.330693 11.138563, 76.326323 11.140049, 76.325913 11.13942, 76.324077 11.136599, 76.325503 11.134162, 76.323167 11.134927, 76.322668 11.134769, 76.331595 11.127287, 76.342509 11.101413, 76.344466 11.101809, 76.345711 11.103326, 76.360248 11.106528, 76.371762 11.107326, 76.378454 11.110527, 76.379835 11.111243))",676523_C,C5
"POLYGON ((76.411016 11.135648, 76.39906 11.164007, 76.397295 11.163629, 76.39545 11.162829, 76.393476 11.161693, 76.392274 11.160767, 76.39266 11.156933, 76.393905 11.154239, 76.394205 11.152976, 76.395364 11.150156, 76.391587 11.14746, 76.389184 11.145439, 76.388896 11.143362, 76.387471 11.139899, 76.381067 11.140351, 76.37459 11.13884, 76.371371 11.138089, 76.370306 11.137841, 76.370272 11.137833, 76.369641 11.137686, 76.368817 11.137493, 76.36877 11.137481, 76.379835 11.111243, 76.381605 11.11216, 76.381605 11.112161, 76.381611 11.112164, 76.404595 11.120369, 76.415577 11.116098, 76.418169 11.118682, 76.412552 11.132007, 76.411016 11.135648))",676523_D,C7
"POLYGON ((76.39906 11.164007, 76.411016 11.135648, 76.418169 11.118682, 76.4264355 11.1289616, 76.407829 11.208771, 76.400943 11.215452, 76.400327 11.212786, 76.399859 11.210758, 76.399398 11.20876, 76.397681 11.20573, 76.394248 11.199712, 76.389828 11.198444, 76.387253 11.198444, 76.386008 11.197897, 76.386437 11.195791, 76.386695 11.193181, 76.387081 11.190572, 76.387382 11.188383, 76.389313 11.186236, 76.390514 11.18409, 76.391115 11.18148, 76.391201 11.177945, 76.394634 11.17634, 76.397038 11.175372, 76.397896 11.175078, 76.398218 11.174985, 76.399355 11.174657, 76.400042 11.174068, 76.402273 11.172342, 76.404119 11.171205, 76.404119 11.170027, 76.403818 11.167922, 76.403432 11.167207, 76.40223 11.16607, 76.400642 11.164723, 76.399655 11.164134, 76.39906 11.164007))",676523_F,C9
"POLYGON ((76.322668 11.134769, 76.307041 11.147869, 76.3064 11.142445, 76.304297 11.137013, 76.310552 11.135698, 76.313771 11.135845, 76.31567 11.135298, 76.315563 11.13395, 76.314619 11.132897, 76.312838 11.131645, 76.320378 11.128898, 76.320434 11.130824, 76.319661 11.131939, 76.31989 11.13282, 76.320314 11.133981, 76.321498 11.134399, 76.322668 11.134769))",676525_A,C3
"POLYGON ((76.363487 11.150008, 76.321513 11.185196, 76.280358 11.194893, 76.280308 11.192802, 76.280909 11.190571, 76.280172 11.188469, 76.279964 11.187877, 76.282797 11.187538, 76.292925 11.18257, 76.296342 11.179208, 76.296865 11.178694, 76.300592 11.175027, 76.303999 11.171675, 76.30448 11.171201, 76.308031 11.167708, 76.31125 11.167034, 76.312838 11.159119, 76.307859 11.154782, 76.307041 11.147869, 76.322668 11.134769, 76.323167 11.134927, 76.325503 11.134162, 76.324077 11.136599, 76.325913 11.13942, 76.326323 11.140049, 76.330693 11.138563, 76.335093 11.140681, 76.336003 11.140621, 76.336822 11.140175, 76.337611 11.138447, 76.340343 11.138358, 76.34277 11.137258, 76.346048 11.136306, 76.348657 11.134904, 76.351722 11.134784, 76.353361 11.13416, 76.355242 11.13404, 76.368125 11.137319, 76.36877 11.137481, 76.363487 11.150008))",676525_B,C5
"POLYGON ((76.395384 11.172727, 76.353113 11.208167, 76.350889 11.207745, 76.3493 11.207534, 76.347024 11.207408, 76.346257 11.209597, 76.344668 11.209597, 76.343374 11.208954, 76.341534 11.20804, 76.339473 11.207029, 76.337583 11.206777, 76.33578 11.206314, 76.334063 11.206187, 76.331923 11.206686, 76.327205 11.207787, 76.319349 11.207829, 76.316802 11.207335, 76.315657 11.207113, 76.31205 11.206524, 76.308486 11.208334, 76.309216 11.210902, 76.311148 11.213849, 76.311105 11.215659, 76.310676 11.219363, 76.310161 11.220374, 76.306169 11.223194, 76.30223 11.223371, 76.307781 11.219839, 76.300099 11.216803, 76.297701 11.214094, 76.297428 11.212606, 76.293056 11.210403, 76.29397 11.208093, 76.292839 11.208378, 76.286874 11.207326, 76.282754 11.205601, 76.281424 11.201771, 76.280394 11.196382, 76.280358 11.194893, 76.321513 11.185196, 76.363487 11.150008, 76.36877 11.137481, 76.368817 11.137493, 76.369641 11.137686, 76.370272 11.137833, 76.370306 11.137841, 76.371371 11.138089, 76.37459 11.13884, 76.381067 11.140351, 76.387471 11.139899, 76.388896 11.143362, 76.389184 11.145439, 76.391587 11.14746, 76.395364 11.150156, 76.394205 11.152976, 76.393905 11.154239, 76.39266 11.156933, 76.392274 11.160767, 76.393476 11.161693, 76.39545 11.162829, 76.397295 11.163629, 76.39906 11.164007, 76.395384 11.172727))",676525_C,C7
"POLYGON ((76.397605 11.220328, 76.394768 11.222707, 76.384929 11.222394, 76.381476 11.22144, 76.37914 11.220795, 76.377984 11.220328, 76.37622 11.219616, 76.373859 11.218437, 76.37257 11.217427, 76.368749 11.213681, 76.366259 11.211534, 76.363253 11.210734, 76.360153 11.209973, 76.357799 11.20934, 76.354882 11.208503, 76.353113 11.208167, 76.395384 11.172727, 76.39906 11.164007, 76.399655 11.164134, 76.400642 11.164723, 76.40223 11.16607, 76.403432 11.167207, 76.403818 11.167922, 76.404119 11.170027, 76.404119 11.171205, 76.402273 11.172342, 76.400042 11.174068, 76.399355 11.174657, 76.398218 11.174985, 76.397896 11.175078, 76.397038 11.175372, 76.394634 11.17634, 76.391201 11.177945, 76.391115 11.18148, 76.390514 11.18409, 76.389313 11.186236, 76.387382 11.188383, 76.387081 11.190572, 76.386695 11.193181, 76.386437 11.195791, 76.386008 11.197897, 76.387253 11.198444, 76.389828 11.198444, 76.394248 11.199712, 76.397681 11.20573, 76.399398 11.20876, 76.399859 11.210758, 76.400327 11.212786, 76.400943 11.215452, 76.399055 11.218651, 76.397605 11.220328))",676525_D,C9
"POLYGON ((76.394768 11.222707, 76.397605 11.220328, 76.395528 11.222731, 76.394768 11.222707))",676525_E,C11
"POLYGON ((79.929639 26.947603, 79.945509 26.956265, 79.922471 26.966087, 79.912665 26.973823, 79.866643 26.95635, 79.864102 26.954052, 79.889256 26.944772, 79.929639 26.947603))",209734_A,C3
"POLYGON ((79.800879 26.895984, 79.7764 26.921486, 79.75946 26.920999, 79.759347 26.921, 79.759338 26.921, 79.722897 26.921289, 79.765407 26.90736, 79.7828807 26.8491176, 79.7933521 26.8428381, 79.8659648 26.833801, 79.9655284 26.8440634, 80.0669803 26.8704043, 80.0344124 26.9334486, 79.9836007 26.885077, 79.953337 26.873823, 79.890661 26.869429, 79.875702 26.86838, 79.800879 26.895984))",209734_D,C9
"POLYGON ((79.851825 26.958582, 79.864102 26.954052, 79.866643 26.95635, 79.84284 26.997456, 79.82101 27.002629, 79.825496 26.986028, 79.851825 26.958582))",209732_A,C3
"POLYGON ((79.826345 26.927285, 79.832143 26.925146, 79.864102 26.954052, 79.851825 26.958582, 79.825496 26.986028, 79.82101 27.002629, 79.789891 27.010002, 79.777626 27.002526, 79.786848 26.968446, 79.826345 26.927285))",209732_B,C5
"POLYGON ((79.748212 26.950853, 79.7764 26.921486, 79.829794 26.923021, 79.832143 26.925146, 79.826345 26.927285, 79.786848 26.968446, 79.777626 27.002526, 79.740365 26.979812, 79.748212 26.950853))",209732_C,C7
"POLYGON ((79.748212 26.950853, 79.740365 26.979812, 79.739021 26.978993, 79.731563 26.952307, 79.731464 26.951954, 79.731462 26.951946, 79.7121295 26.922352, 79.722897 26.921289, 79.759338 26.921, 79.759347 26.921, 79.75946 26.920999, 79.7764 26.921486, 79.748212 26.950853))",209732_D,C9
"POLYGON ((79.786739 27.073783, 79.777782 27.040412, 79.831531 27.064053, 79.846028 27.094739, 79.847674 27.102304, 79.852552 27.124716, 79.826217 27.114997, 79.786739 27.073783))",209733_A,C5
"POLYGON ((79.72919 27.021055, 79.729429 27.020173, 79.754934 27.030801, 79.773913 27.03871, 79.777782 27.040412, 79.786739 27.073783, 79.826217 27.114997, 79.852552 27.124716, 79.856728 27.143905, 79.860305 27.152757, 79.865485 27.157223, 79.867904 27.162739, 79.866668 27.167672, 79.864544 27.169847, 79.800652 27.146266, 79.748019 27.091302, 79.744436 27.077937, 79.739225 27.058495, 79.72919 27.021055))",209733_B,C7
"POLYGON ((79.757558 27.159236, 79.731461 27.131975, 79.743322 27.129883, 79.743142 27.105236, 79.743167 27.104711, 79.743271 27.102522, 79.743414 27.099497, 79.743996 27.087226, 79.744436 27.077937, 79.748019 27.091302, 79.800652 27.146266, 79.864544 27.169847, 79.862845 27.171587, 79.859615 27.173257, 79.85555 27.175359, 79.854924 27.174313, 79.852918 27.171659, 79.848751 27.17144, 79.846664 27.17133, 79.846417 27.171317, 79.845732 27.171281, 79.845596 27.171274, 79.844695 27.171215, 79.839907 27.170876, 79.836722 27.17065, 79.836385 27.170626, 79.824932 27.169814, 79.788621 27.1829984, 79.757558 27.159236))",209733_C,C9
"POLYGON ((79.72919 27.021055, 79.739225 27.058495, 79.723492 27.055304, 79.716865 27.014937, 79.729429 27.020173, 79.72919 27.021055))",209733_D,C9
"POLYGON ((79.731461 27.131975, 79.757558 27.159236, 79.788621 27.1829984, 79.750474 27.2036554, 79.6914963 27.152573, 79.699951 27.137531, 79.731461 27.131975))",209733_E,C11
"POLYGON ((79.922541 27.055616, 79.902828 27.059833, 79.896035 27.059356, 79.877305 27.052445, 79.864144 27.038713, 79.859418 27.021155, 79.864156 27.0036, 79.877319 26.989874, 79.896039 26.982967, 79.916238 26.984383, 79.933515 26.993814, 79.944108 27.009206, 79.945705 27.027205, 79.937954 27.043888, 79.922541 27.055616))",209727_A,C1
"POLYGON ((79.988587 27.033235, 79.97325 27.066268, 79.9685705 27.0729209, 79.9531657 27.0863963, 79.940942 27.090352, 79.902828 27.098503, 79.889237 27.097551, 79.851768 27.083723, 79.825447 27.056253, 79.816009 27.021135, 79.82101 27.002629, 79.84284 26.997456, 79.866643 26.95635, 79.912665 26.973823, 79.922471 26.966087, 79.945509 26.956265, 79.964188 26.96646, 79.98538 26.997238, 79.988587 27.033235), (79.933515 26.993814, 79.944108 27.009206, 79.945705 27.027205, 79.937954 27.043888, 79.922541 27.055616, 79.902828 27.059833, 79.896035 27.059356, 79.877305 27.052445, 79.864144 27.038713, 79.859418 27.021155, 79.864156 27.0036, 79.877319 26.989874, 79.896039 26.982967, 79.916238 26.984383, 79.933515 26.993814))",209727_B,C3
"POLYGON ((79.964329 27.122748, 79.962005 27.124517, 79.902828 27.137174, 79.882435 27.135745, 79.852552 27.124716, 79.847674 27.102304, 79.846028 27.094739, 79.831531 27.064053, 79.777782 27.040412, 79.772599 27.021102, 79.777626 27.002526, 79.789891 27.010002, 79.82101 27.002629, 79.816009 27.021135, 79.825447 27.056253, 79.851768 27.083723, 79.889237 27.097551, 79.902828 27.098503, 79.940942 27.090352, 79.9531657 27.0863963, 79.9685705 27.0729209, 79.97325 27.066268, 79.995818 27.071318, 79.964329 27.122748))",209727_C,C5
"POLYGON ((79.739853 26.981702, 79.740365 26.979812, 79.777626 27.002526, 79.772599 27.021102, 79.777782 27.040412, 79.773913 27.03871, 79.754934 27.030801, 79.739853 26.981702))",209727_E,C7
