Pincode,Volumetric Lat,Volumetric Long
797104,25.7194486,94.32652044
795104,25.443429,94.20257905
787035,27.51323156,94.33440071
795015,25.3593747,94.27190052
785700,26.79183062,94.31431561
785633,26.58859842,94.27739773
785105,27.06290854,94.31454897
795145,24.90042985,94.32940481
787034,27.41591963,94.32031771
787053,27.31557118,94.3912473
795144,25.24966311,94.27459763
797107,25.56958261,94.29960221
785704,26.70676552,94.26229731
795131,24.21702783,94.22371554
797099,26.23307237,94.09791487
785102,26.91919595,94.27345835
787056,27.42925148,94.22785013
795007,25.3754942,94.05229996
785630,26.57418652,94.19581151
785104,26.95647895,94.08807282
785014,26.74314742,94.22468489
797105,25.82776903,94.1253338
787032,27.27988312,94.18145182
785106,26.92640954,94.1725958
785632,26.5578335,94.13965328
787052,27.08728685,94.14355998
787001,27.24088192,94.10659016
795129,25.16320137,93.95407526
785616,26.63918343,94.11244934
785631,26.42788996,94.12090288
795105,25.06242253,94.07063455
795127,24.3249633,94.01902671
795118,25.06242253,94.07063455
787051,27.30145099,94.07808724
787054,27.04887393,94.0053807
787031,27.22673112,94.05828347
795106,25.24533878,94.0459518
797002,25.66249745,94.06498246
795150,25.51616051,94.14388932
785108,26.80690189,94.11655769
787023,27.1670948,93.99763231
795102,24.10635611,93.91542005
791119,27.30180496,93.79411654
795107,25.01506716,93.90211711
785602,26.28335137,93.85974379
795122,25.09117044,93.93254598
784164,26.94262935,93.86908534
784161,27.0012267,93.94686335
784160,27.12777571,93.90262545
795101,24.29848884,93.88479986
784163,27.07586551,93.85627721
797106,25.72595846,93.91857647
795112,25.18500108,93.84645744
791122,27.96981828,94.16704717
791121,27.4175699,94.02494023
791120,27.5633159,93.80109334
784165,26.92508392,93.78509257
785613,26.496537,93.80775318
744302,6.983125959,93.84091232
795117,24.30868867,93.75629844
785619,26.66587567,93.78371506
795011,24.55257254,93.75851487
784169,26.82495081,93.72926638
791113,27.03333957,93.47938767
791112,27.14833536,93.76658206
791111,27.08186614,93.61636559
785699,26.57159032,93.77709259
782470,25.8659833,93.59577619
791110,27.10324832,93.69623361
784178,26.91511297,93.70892533
795006,24.23577712,93.65992822
785615,26.61997723,93.72204856
791123,27.10640679,93.81530262
784168,26.85987965,93.62498603
797101,25.40684246,93.63787853
795159,24.84395749,93.7468083
795139,24.12026849,93.546611
795125,25.28214306,93.72606308
791114,27.2746209,93.52047615
791109,27.10932191,93.73901114
785612,26.62112673,93.60523801
797110,25.59738196,93.67174147
784172,26.80031118,93.53540664
744303,8.165665428,93.37857448
785609,26.64944306,93.37754407
782460,25.83227348,93.46126988
744304,7.96887186,93.37453196
795141,24.99304651,93.4493787
795128,24.34953834,93.66094996
782462,25.84114257,93.41958297
791118,27.89398037,93.51555648
782461,25.97983015,93.4309012
796321,23.51880765,93.32846588
796320,23.16276061,93.25129467
796290,23.92894172,93.22150502
795147,24.76768325,93.39775598
788831,25.34401069,93.24319317
788830,25.1231634,93.15185028
782447,25.7489267,93.20770071
796310,23.506911,93.14323981
795116,24.68220734,93.13566672
796370,23.23938298,93.08929672
796581,23.79697377,93.03496336
784175,26.75097188,93.04238459
796901,22.39737045,92.9900075
796261,23.79697377,93.03496336
788832,25.54718141,93.12101569
796184,23.11750215,93.06333461
744104,11.83053563,93.03682348
788819,25.17747046,93.01072303
788108,24.96582835,93.01416971
782439,26.02619541,93.02905187
744211,12.03189585,93.00110586
788109,24.89187866,92.96296682
796571,22.94198063,92.98487203
784189,26.74154402,92.97448134
782101,26.28611097,92.71467729
796111,24.19349009,92.94419809
788820,25.16926145,92.9907759
784182,26.83871636,92.92970508
744203,12.37609518,92.92754888
788101,24.80195254,92.89817433
788031,24.92683234,92.93976069
744201,12.70324985,92.87436666
784180,26.6935415,92.92741979
782442,25.99422292,92.9463736
796181,23.31491752,92.90903279
796161,23.56046633,92.8694007
788120,24.51126706,92.83555389
744202,13.2780094,92.9585517
796772,26.10915342,92.89999076
796810,12.86059072,92.8443059
782135,26.29677767,92.85097021
788030,24.916045,92.8801834
788818,25.13165835,92.85955457
782440,26.10915342,92.89999076
744204,12.86059072,92.8443059
796701,22.91216714,92.71046739
796691,22.9799692,92.77275861
788931,25.63738709,92.80829319
744205,12.52291449,92.88874729
744209,12.35319058,92.7836914
788111,24.95848053,92.7779333
796101,24.4727849,92.75782933
796081,24.22338339,92.6498051
744301,9.186295784,92.78987979
782427,26.18763776,92.74483491
782125,26.43180079,92.75140458
788110,24.915819,92.71989732
782428,26.09931407,92.73683813
796036,26.27583541,92.64707701
796230,24.35050052,92.76613252
796190,23.45232885,92.73807046
796186,23.25574962,92.76732948
788117,24.66798057,92.74986022
796891,22.33128296,92.73966441
788112,24.69075607,92.81157267
782144,26.27583541,92.64707701
796091,24.35050052,92.76613252
796075,24.05257092,92.70052123
788817,24.95703523,92.65180812
782426,26.14813921,92.64814714
782124,26.43750863,92.62535847
744210,12.18135343,92.78142289
796015,23.80002703,92.74155612
788025,24.86830945,92.68927185
796471,24.3872273,92.57734694
796004,23.73914776,92.65557976
796070,24.05257092,92.70052123
788163,24.54041883,92.60265705
788160,24.60716711,92.64753873
788801,24.81837662,92.63275745
796421,23.83498517,92.605797
796770,22.5547641,92.60623265
796410,23.81430096,92.63665684
788165,24.3872273,92.57734694
788802,24.86359888,92.60311558
796501,23.64138513,92.60778546
788803,24.86636123,92.56958297
788168,24.60810063,92.6073363
784117,26.6454483,92.38191448
788815,24.98129068,92.52857081
782425,26.17642677,92.54923827
782122,26.46231766,92.5679159
788805,24.90987583,92.54712095
788806,24.84640272,92.53648978
788162,24.27265654,92.5111484
788161,24.45733637,92.59691647
788804,24.90006065,92.60910854
744207,10.65673544,92.5190996
796710,27.18160215,92.35711533
782413,26.0181688,92.29791386
782123,26.44998804,92.48821289
788701,24.82380824,92.46320758
796470,24.12602806,92.39725859
788816,25.00068436,92.45096232
788734,24.52677227,92.41405542
788166,24.58951937,92.46999688
788156,24.67545974,92.43097195
793161,25.30116476,92.11860595
790003,27.18160215,92.35711533
796751,22.91182988,92.47248492
788736,24.47636379,92.43376917
784110,26.67978489,92.48406549
782126,26.44204712,92.40862942
796441,23.88146236,92.41469945
796431,23.56170979,92.41528405
784111,26.83240526,92.45949861
788720,24.76272535,92.40753571
788733,24.43674455,92.32917472
788737,24.37017449,92.40223777
790001,27.26660161,92.41800071
790116,27.21033951,92.47886445
